Author,Paragraph
"Barrie, J. M. (James Matthew)","""Don't call it life; it is merely existence."""
"Balzac, Honoré de","Vautrin (with assumed humility)
Yes, I am forgetting the fact that there is an enormous difference
between spies and those who set them."
"Barrie, J. M. (James Matthew)","""Of course I know that; but how can you hope to preserve your strength
if you eat so little? You have had nothing all day."""
"Austen, Jane","Did you ever hear any thing so pathetic? What a charming wish, to be
lain at my feet when he was dead! Oh! what an exalted mind he must have
to be capable of such a wish! Lady Scudamore went on."
"Balzac, Honoré de","The Duchesse de Montsorel
You are, then, really my child! (She embrace Raoul.) Ladies, this is
Fernand de Montsorel, my son, the--"
"Balzac, Honoré de","Joseph (hesitatingly)
Here they are."
"Barrie, J. M. (James Matthew)","It is every doctor's experience that there is a large public which
breaks down in health simply because it does not take sufficient
exercise in the open air. Once more we would remind our readers that
every man, woman or child who does not spend at least two hours daily in
the open air is slowly committing suicide."
"Balzac, Honoré de","Buteux
We prove that we can be, when we are down in our luck; but we never
say so."
"Baum, L. Frank (Lyman Frank)","""The web is finished, O King, and the strangers are our prisoners."""
"Baum, L. Frank (Lyman Frank)","Dorothy knew at once why these mountain people were called Flatheads.
Their heads were really flat on top, as if they had been cut off just
above the eyes and ears. Also the heads were bald, with no hair on top
at all, and the ears were big and stuck straight out, and the noses
were small and stubby, while the mouths of the Flatheads were well
shaped and not unusual. Their eyes were perhaps their best feature,
being large and bright and a deep violet in color."
"Barrie, J. M. (James Matthew)","""He's come!"""
"Barrie, J. M. (James Matthew)","""Well, this is nothing, it is so small."""
"Baum, L. Frank (Lyman Frank)","""I'm afraid not, my dear. It isn't fairy magic at all; it is
witchcraft."""
"Baum, L. Frank (Lyman Frank)","""I do not think they will attempt to harm the island,"" Ozma declared.
""I believe they will first attempt to destroy the fishes, by poison or
some other means. If they succeed in that, the conquest of the island
will not be difficult."""
"Balzac, Honoré de","Vautrin
I have the authentic documents, and family deeds."
"Austen, Jane","“You regret having left Suffolk then Miss Grenville?” “Indeed I do.”
“You were born there I suppose?” “Yes Ma’am I was and passed many happy
years there—”"
"Balzac, Honoré de","Vautrin
Very good, my son; let us sit down."
"Alcott, Louisa May","""I hope it will come, and next year we shall see you all hard at it.
What a good woman Mrs. Taylor is!"""
"Balzac, Honoré de","Saint-Charles (to the servants)
Behold their ringleader and accomplice! Whatever he may say, seize
him!"
"Balzac, Honoré de","Vautrin
I have made you a prince; and don't forget that you are at the summit
of happiness. (Aside) He will give in. (Exit.)"
"Baum, L. Frank (Lyman Frank)","So the Sorceress now knew that danger threatened her beloved Ruler and
Princess Dorothy, and she hurried to her magic room to seek information
as to what sort of danger it was. The answer to her question was not
very satisfactory, for it was only: ""Ozma and Dorothy are prisoners in
the great Dome of the Isle of the Skeezers, and the Dome is under the
water of the lake."""
"Baum, L. Frank (Lyman Frank)","""Well,"" said Ervic, as if hesitating, ""ask the fishes. If they consent,
why--why, then, I'll think it over."""
"Barrie, J. M. (James Matthew)","To this their friends reply, shivering:"
"Balzac, Honoré de","Vautrin
Yes, a statesman. (Aside) The duke must have secrets, and we must
look into that. Every great aristocrat has some paltry passion by
which he can be led; and if I once get control of him, his son,
necessarily-- (To Joseph) What is said about the marriage of the
Marquis de Montsorel and Inez de Christoval?"
"Balzac, Honoré de","The Duchesse de Montsorel (to the Duchesse de Christoval)
You were very severe."
"Balzac, Honoré de","
SCENE SECOND.
Joseph, Lafouraille and Buteux; later, Vautrin."
"Barrie, J. M. (James Matthew)","""I knew three undergraduates who lodged together in a dreary house at
the top of a dreary street, two of whom used to study until two in the
morning, while the third slept. When they shut up their books they woke
number three, who arose, dressed, and studied till breakfast time. Among
the many advantages of this arrangement, the chief was that, as they
were dreadfully poor, one bed did for the three. Two of them occupied it
at one time, and the third at another. Terrible privations? Frightful
destitution? Not a bit of it. The Millennium was in those days. If life
was at the top of a hundred steps, if students occasionally died of
hunger and hard work combined, if the midnight oil only burned to show a
ghastly face 'weary and worn,' if lodgings were cheap and dirty, and
dinners few and far between, life was still real and earnest, in many
cases it did not turn out an empty dream."""
"Barrie, J. M. (James Matthew)","A HOLIDAY IN BED,                        23"
"Balzac, Honoré de","The Duchesse de Montsorel (aside)
It is evident that Raoul is also coming."
"Barrie, J. M. (James Matthew)","
MY FAVORITE AUTHORESS."
"Austen, Jane",
"Alcott, Louisa May","On the table, in a pretty birch-bark cover, lay several of Becky's best
poems neatly copied, as Emily had expressed a wish to keep them; and
round the rustic volume, like a ring of red gold, lay a great braid of
Becky's hair, tied with the pale blue ribbon she had walked four miles
to buy, that her present might look its best."
"Alcott, Louisa May","Becky laughed as she spoke, and there was a sweet motherly look in her
plain face, as she glanced at the three little red heads bobbing about
the door-yard below, where hens cackled, a pet lamb fed, and the old
white dog lay blinking in the sun."
"Austen, Jane","Post:
Eighteen pence."
"Balzac, Honoré de","Vautrin
Let me tell your grace, that we are just what we desire to be. Neither
he nor I is simple enough to be his real self--it would cost us too
much."
"Balzac, Honoré de","The Duchess
Ah! You make me shudder."
"Barrie, J. M. (James Matthew)","
As they were my friends, I don't care to say how it came about that I
had this strange and, I believe unique, experience. They considered it a
practical joke, though it nearly unhinged my reason. Suffice it that
last Wednesday, when I called on them at their new house, I was taken up
stairs and shown into a large room with a pictorial wall paper. There
was a pop-gun on the table and a horse with three legs on the floor. In
a moment it flashed through my mind that I must be in a nursery. I
started back, and then, with a sinking at the heart, I heard the key
turn in the lock. From the corner came a strange uncanny moan. Slowly I
forced my head round and looked, and a lump rose in my throat, and I
realized that I was alone with It."
"Austen, Jane","Mary, without waiting for any further commands immediately left the
room and quickly returned introducing the most beauteous and amiable
Youth, I had ever beheld. The servant she kept to herself."
"Balzac, Honoré de","Buteux
And where will you find them?"
"Baum, L. Frank (Lyman Frank)","""Princess Ozma is even now imprisoned in the Skeezer village, for the
whole island with its Great Dome, was sunk to the bottom of the lake by
the witchcraft of Coo-ee-oh, whom the Flathead Su-dic transformed into
a silly swan. I am seeking some way to overcome Coo-ee-oh's magic and
raise the isle to the surface again. Can you help me do this?"""
"Balzac, Honoré de","Vautrin
What is it, chevalier?"
"Balzac, Honoré de","Lafouraille
Bah! He has had enough of this trifling."
"Baum, L. Frank (Lyman Frank)","""You were quite right,"" returned the Yookoohoo. ""I make it my rule
never to perform magic to assist others, for if I did there would
always be crowd at my cottage demanding help and I hate crowds and want
to be left alone."""
